프로모션별,캠페인명,일자,노출수,클릭수,라이브일자,연도,월,광고상품명_정리,구분,광고주
202601에브리워터,20260108_커머스_에브리워터_MO인트로,2026-01-08 0:00:00,862940,24896,2026-01-08 0:00:00,2026,1,모바일 인트로배너,숲토어,에브리워터
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-13 0:00:00,468864,448,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-10 0:00:00,132741,113,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-07 0:00:00,211438,147,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-12 0:00:00,464227,474,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-09 0:00:00,368814,450,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-11 0:00:00,411875,522,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC서브브랜딩,2026-01-08 0:00:00,194797,124,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-08 0:00:00,611632,669,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-13 0:00:00,598315,623,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-10 0:00:00,594509,539,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-07 0:00:00,545710,551,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-12 0:00:00,645759,594,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-09 0:00:00,550177,542,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC상단,2026-01-11 0:00:00,803027,837,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC비쥬얼보드,2026-01-08 0:00:00,62,4,2026-01-07 0:00:00,2026,1,PC 비쥬얼 보드(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC비쥬얼보드,2026-01-07 0:00:00,1075191,2315,2026-01-07 0:00:00,2026,1,PC 비쥬얼 보드(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-12 0:00:00,1042,0,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-09 0:00:00,878,2,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-11 0:00:00,958,2,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-08 0:00:00,781,5,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-13 0:00:00,1022,3,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-10 0:00:00,742,1,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_PC리스트,2026-01-07 0:00:00,534,2,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-07 0:00:00,224215,274,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-12 0:00:00,357517,391,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-09 0:00:00,282178,362,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-11 0:00:00,305620,321,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-08 0:00:00,319150,431,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-13 0:00:00,346556,354,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO메인보드,2026-01-10 0:00:00,291355,361,2026-01-07 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-12 0:00:00,186715,210,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-09 0:00:00,136376,145,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-11 0:00:00,214227,234,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-08 0:00:00,120339,114,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-13 0:00:00,183142,166,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-10 0:00:00,128021,123,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해어울리는브랜드,20260107_커머스를부탁해_어울리는브랜드_MO리스트,2026-01-07 0:00:00,91856,97,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해어울리는브랜드
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-11 0:00:00,804250,822,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-19 0:00:00,259526,239,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-16 0:00:00,595360,579,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-08 0:00:00,611660,728,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-13 0:00:00,601282,660,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-18 0:00:00,712674,716,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-10 0:00:00,594585,571,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-15 0:00:00,456312,440,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-07 0:00:00,545890,505,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-12 0:00:00,646207,617,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-17 0:00:00,644820,552,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-09 0:00:00,549868,526,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260107_커머스를부탁해_스트리머추천_PC상단,2026-01-14 0:00:00,498613,477,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202601에브리워터,20260107_커머스_에브리워터_PC서브브랜딩,2026-01-08 0:00:00,150841,57,2026-01-07 0:00:00,2026,1,PC 서브 브랜딩(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC상단배너,2026-01-07 0:00:00,260234,198,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC상단배너,2026-01-08 0:00:00,611223,516,2026-01-07 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC리스트,2026-01-07 0:00:00,122,0,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC리스트,2026-01-08 0:00:00,761,0,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC_CATCH_이미지,2026-01-08 0:00:00,10149,27,2026-01-07 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_PC_CATCH_이미지,2026-01-07 0:00:00,2243,3,2026-01-07 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO종료_이미지,2026-01-08 0:00:00,62706,171,2026-01-07 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO종료_이미지,2026-01-07 0:00:00,13436,27,2026-01-07 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO메인보드_확장형,2026-01-08 0:00:00,130033,121,2026-01-07 0:00:00,2026,1,모바일 메인보드,숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO리스트,2026-01-07 0:00:00,32094,28,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO리스트,2026-01-08 0:00:00,121450,137,2026-01-07 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,에브리워터
202601에브리워터,20260107_커머스_에브리워터_MO_CATCH_이미지,2026-01-08 0:00:00,28893,43,2026-01-07 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,에브리워터
202601커부해스트리머추천,20260105_커머스를부탁해_스트리머추천_PC비쥬얼보드,2026-01-06 0:00:00,30,1,2026-01-05 0:00:00,2026,1,PC 비쥬얼 보드(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260105_커머스를부탁해_스트리머추천_PC비쥬얼보드,2026-01-05 0:00:00,681329,2099,2026-01-05 0:00:00,2026,1,PC 비쥬얼 보드(SOOP),라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260102_커머스를부탁해_스트리머추천_MO종료,2026-01-04 0:00:00,52371,125,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260102_커머스를부탁해_스트리머추천_MO종료,2026-01-06 0:00:00,46992,97,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260102_커머스를부탁해_스트리머추천_MO종료,2026-01-03 0:00:00,50003,121,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260102_커머스를부탁해_스트리머추천_MO종료,2026-01-05 0:00:00,48733,123,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,라이브커머스,커부해스트리머추천
202601커부해스트리머추천,20260102_커머스를부탁해_스트리머추천_MO종료,2026-01-02 0:00:00,32582,56,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,라이브커머스,커부해스트리머추천
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-06 0:00:00,96907,225,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-03 0:00:00,105225,228,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-05 0:00:00,100968,204,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-02 0:00:00,67356,134,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-07 0:00:00,66815,164,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202601네이버스토어,20260102_커머스_네이버스토어_MO종료배너,2026-01-04 0:00:00,108815,251,2026-01-02 0:00:00,2026,1,모바일 종료배너 이미지형,숲토어,네이버스토어
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC서브브랜딩,2026-01-06 0:00:00,41561,54,2025-12-31 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC서브브랜딩,2026-01-05 0:00:00,24523,26,2025-12-31 0:00:00,2026,1,PC 서브 브랜딩(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-04 0:00:00,836335,982,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-01 0:00:00,757177,759,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-06 0:00:00,948177,1021,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-03 0:00:00,782093,822,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-05 0:00:00,969707,1032,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2026-01-02 0:00:00,735372,759,2025-12-31 0:00:00,2026,1,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC상단,2025-12-31 0:00:00,406590,413,2025-12-31 0:00:00,2025,12,PC 플레이어 상단배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-02 0:00:00,836,2,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-04 0:00:00,903,1,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-01 0:00:00,792,4,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-06 0:00:00,964,1,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-03 0:00:00,851,1,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2026-01-05 0:00:00,878,2,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_PC리스트,2025-12-31 0:00:00,203,0,2025-12-31 0:00:00,2025,12,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO메인보드,2026-01-05 0:00:00,131012,186,2025-12-31 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO메인보드,2026-01-06 0:00:00,168038,212,2025-12-31 0:00:00,2026,1,모바일 메인보드,라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-05 0:00:00,83978,112,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-02 0:00:00,59656,76,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-04 0:00:00,75986,93,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-01 0:00:00,65463,85,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-06 0:00:00,80628,120,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2026-01-03 0:00:00,66822,114,2025-12-31 0:00:00,2026,1,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512커부해스트리머추천,20251231_커머스를부탁해_스트리머추천_MO리스트,2025-12-31 0:00:00,31402,50,2025-12-31 0:00:00,2025,12,모바일 리스트 배너(SOOP),라이브커머스,커부해스트리머추천
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-01 0:00:00,335440,319,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-06 0:00:00,297123,282,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-03 0:00:00,336325,428,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-05 0:00:00,361083,401,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-02 0:00:00,319538,361,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-07 0:00:00,203834,238,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2026-01-04 0:00:00,366123,388,2025-12-24 0:00:00,2026,1,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-30 0:00:00,357849,336,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-27 0:00:00,162599,170,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-24 0:00:00,101285,105,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-29 0:00:00,375860,417,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-26 0:00:00,116847,127,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-31 0:00:00,301239,268,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-28 0:00:00,218511,231,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO메인보드,2025-12-25 0:00:00,134824,145,2025-12-24 0:00:00,2025,12,모바일 메인보드,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-06 0:00:00,162200,223,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-03 0:00:00,134003,181,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-05 0:00:00,168537,262,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-02 0:00:00,118744,173,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-07 0:00:00,104352,139,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-04 0:00:00,151769,203,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2026-01-01 0:00:00,131425,202,2025-12-24 0:00:00,2026,1,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-30 0:00:00,149051,218,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-27 0:00:00,119704,130,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-24 0:00:00,52193,92,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-29 0:00:00,155005,260,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-26 0:00:00,63458,116,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-31 0:00:00,105502,167,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-28 0:00:00,174900,274,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_MO리스트,2025-12-25 0:00:00,81550,112,2025-12-24 0:00:00,2025,12,모바일 리스트 배너(SOOP),숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_CATCH_MO이미지,2026-01-04 0:00:00,83524,137,2025-12-24 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_CATCH_MO이미지,2026-01-01 0:00:00,77513,140,2025-12-24 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,네이버스토어
202512네이버스토어,20251224_커머스_네이버스토어_CATCH_MO이미지,2026-01-06 0:00:00,72172,134,2025-12-24 0:00:00,2026,1,CATCH 인피드 이미지형,숲토어,네이버스토어
