프로모션별,캠페인명,일자,노출수,클릭수,라이브일자,연도,월,광고상품명_정리,구분,광고주
202602과자세트,20260226_PC 서브브랜딩(리뉴얼)_MY 구좌_과자세트,2026-02-26 0:00:00,81321,189,2026-02-26 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_PC서브브랜딩,2026-02-26 0:00:00,1407,1,2026-02-26 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_PC상단,2026-02-26 0:00:00,75253,85,2026-02-26 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_PC리스트,2026-02-26 0:00:00,272,1,2026-02-26 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_MO종료_이미지형,2026-02-26 0:00:00,53782,140,2026-02-26 0:00:00,2026,2,모바일 종료배너 이미지형,숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_MO메인보드,2026-02-26 0:00:00,15903,21,2026-02-26 0:00:00,2026,2,모바일 메인보드,숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_MO리스트,2026-02-26 0:00:00,6127,7,2026-02-26 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,과자세트
202602과자세트,20260226_핫딜_커머스_과자세트_CATCH,2026-02-26 0:00:00,7240,5,2026-02-26 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,과자세트
202602과자세트,20260226_커머스사업팀_과자세트_핫딜_PC비쥬얼보드,2026-02-26 0:00:00,241182,625,2026-02-26 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,과자세트
202602과자세트,20260226_커머스사업팀_과자세트_핫딜_MO인트로,2026-02-26 0:00:00,277633,6875,2026-02-26 0:00:00,2026,2,모바일 인트로배너,숲토어,과자세트
202602과자세트,20260226_ 모바일 메인보드 MY탭 구좌_과자세트,2026-02-26 0:00:00,170555,153,2026-02-26 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,과자세트
202602캘빈클라인,20260225_PC 서브브랜딩(리뉴얼)_MY 구좌_캘빈클라인,2026-02-25 0:00:00,421682,229,2026-02-25 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,캘빈클라인
202602캘빈클라인,20260225_PC 서브브랜딩(리뉴얼)_MY 구좌_캘빈클라인,2026-02-26 0:00:00,102,0,2026-02-25 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,캘빈클라인
202602캘빈클라인,20260225_커머스_언더웨어_PC상단,2026-02-25 0:00:00,268697,257,2026-02-25 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,캘빈클라인
202602캘빈클라인,20260225_커머스_언더웨어_PC상단,2026-02-26 0:00:00,51227,80,2026-02-25 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,캘빈클라인
202602캘빈클라인,20260225_커머스_언더웨어_MO종료_이미지형,2026-02-25 0:00:00,112094,327,2026-02-25 0:00:00,2026,2,모바일 종료배너 이미지형,숲토어,캘빈클라인
202602캘빈클라인,20260225_ 모바일 메인보드 MY탭 구좌_캘빈클라인,2026-02-25 0:00:00,742631,497,2026-02-25 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,캘빈클라인
202602캘빈클라인,20260225_ 모바일 메인보드 MY탭 구좌_캘빈클라인,2026-02-26 0:00:00,294,0,2026-02-25 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,캘빈클라인
202602과자마켓,20260224_PC 서브브랜딩(리뉴얼)_MY 구좌_과자마켓,2026-02-24 0:00:00,352440,227,2026-02-24 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,과자마켓
202602과자마켓,20260224_PC 서브브랜딩(리뉴얼)_MY 구좌_과자마켓,2026-02-25 0:00:00,79,3,2026-02-24 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,과자마켓
202602과자마켓,20260224_ 모바일 메인보드 MY탭 구좌_과자마켓,2026-02-24 0:00:00,586195,333,2026-02-24 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,과자마켓
202602과자마켓,20260224_ 모바일 메인보드 MY탭 구좌_과자마켓,2026-02-25 0:00:00,309,0,2026-02-24 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,과자마켓
202602아미,20260223_PC 서브브랜딩(리뉴얼)_MY 구좌_아미,2026-02-23 0:00:00,427638,404,2026-02-23 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,아미
202602아미,20260223_PC 서브브랜딩(리뉴얼)_MY 구좌_아미,2026-02-24 0:00:00,99,1,2026-02-23 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,아미
202602아미,20260223_핫딜_커머스_아미_PC서브브랜딩,2026-02-23 0:00:00,42457,14,2026-02-23 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,아미
202602아미,20260223_핫딜_커머스_아미_PC상단,2026-02-23 0:00:00,562600,652,2026-02-23 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,아미
202602아미,20260223_핫딜_커머스_아미_PC리스트,2026-02-23 0:00:00,991,0,2026-02-23 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,아미
202602아미,20260223_핫딜_커머스_아미_MO종료_이미지형,2026-02-23 0:00:00,217121,717,2026-02-23 0:00:00,2026,2,모바일 종료배너 이미지형,숲토어,아미
202602아미,20260223_핫딜_커머스_아미_MO메인보드,2026-02-23 0:00:00,65914,111,2026-02-23 0:00:00,2026,2,모바일 메인보드,숲토어,아미
202602아미,20260223_핫딜_커머스_아미_MO리스트,2026-02-23 0:00:00,33511,70,2026-02-23 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,아미
202602아미,20260223_핫딜_커머스_아미_CATCH,2026-02-23 0:00:00,33884,80,2026-02-23 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,아미
202602아미,20260223_커머스사업팀_아미_핫딜_PC비쥬얼보드,2026-02-23 0:00:00,1194087,3678,2026-02-23 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,아미
202602아미,20260223_커머스사업팀_아미_핫딜_PC비쥬얼보드,2026-02-24 0:00:00,48,3,2026-02-23 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,아미
202602아미,20260223_커머스사업팀_아미_핫딜_MO인트로배너,2026-02-23 0:00:00,828236,24114,2026-02-23 0:00:00,2026,2,모바일 인트로배너,숲토어,아미
202602아미,20260223_커머스사업팀_아미_핫딜_MO인트로배너,2026-02-24 0:00:00,8,0,2026-02-23 0:00:00,2026,2,모바일 인트로배너,숲토어,아미
202602아미,20260223_ 모바일 메인보드 MY탭 구좌_아미,2026-02-23 0:00:00,759733,670,2026-02-23 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,아미
202602아미,20260223_ 모바일 메인보드 MY탭 구좌_아미,2026-02-24 0:00:00,251,1,2026-02-23 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,아미
202602폴라로이드,20260222_PC 서브브랜딩(리뉴얼)_MY 구좌_폴라로이드,2026-02-22 0:00:00,546811,218,2026-02-22 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,폴라로이드
202602폴라로이드,20260222_PC 서브브랜딩(리뉴얼)_MY 구좌_폴라로이드,2026-02-23 0:00:00,138,0,2026-02-22 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,폴라로이드
202602폴라로이드,20260222_ 모바일 메인보드 MY탭 구좌_폴라로이드,2026-02-22 0:00:00,853189,526,2026-02-22 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,폴라로이드
202602폴라로이드,20260222_ 모바일 메인보드 MY탭 구좌_폴라로이드,2026-02-23 0:00:00,435,0,2026-02-22 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,폴라로이드
202602꽃다발,20260221_PC 서브브랜딩(리뉴얼)_MY 구좌_꽃다발,2026-02-21 0:00:00,502775,259,2026-02-21 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,꽃다발
202602꽃다발,20260221_PC 서브브랜딩(리뉴얼)_MY 구좌_꽃다발,2026-02-22 0:00:00,139,0,2026-02-21 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,꽃다발
202602꽃다발,20260221_ 모바일 메인보드 MY탭 구좌_꽃다발,2026-02-21 0:00:00,782688,449,2026-02-21 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,꽃다발
202602꽃다발,20260221_ 모바일 메인보드 MY탭 구좌_꽃다발,2026-02-22 0:00:00,320,0,2026-02-21 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,꽃다발
202602마플샵,20260220_PC 서브브랜딩(리뉴얼)_MY 구좌_마플샵,2026-02-20 0:00:00,434518,193,2026-02-20 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,마플샵
202602마플샵,20260220_PC 서브브랜딩(리뉴얼)_MY 구좌_마플샵,2026-02-21 0:00:00,125,1,2026-02-20 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,마플샵
202602마플샵,20260220_ 모바일 메인보드 MY탭 구좌_마플샵,2026-02-20 0:00:00,736334,407,2026-02-20 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,마플샵
202602마플샵,20260220_ 모바일 메인보드 MY탭 구좌_마플샵,2026-02-21 0:00:00,342,1,2026-02-20 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,마플샵
202602바세린,20260219_ 모바일 메인보드 MY탭 구좌_바세린,2026-02-19 0:00:00,769208,424,2026-02-19 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,바세린
202602바세린,20260219_ 모바일 메인보드 MY탭 구좌_바세린,2026-02-20 0:00:00,275,2,2026-02-19 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,바세린
202602광동멀티비타민,20260218_ 모바일 메인보드 MY탭 구좌_광동멀티비타민,2026-02-18 0:00:00,833963,450,2026-02-18 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,광동멀티비타민
202602광동멀티비타민,20260218_ 모바일 메인보드 MY탭 구좌_광동멀티비타민,2026-02-19 0:00:00,351,0,2026-02-18 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,광동멀티비타민
202602아페쎄,20260217_ 모바일 메인보드 MY탭 구좌_아페쎄,2026-02-17 0:00:00,768133,558,2026-02-17 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,아페쎄
202602아페쎄,20260217_ 모바일 메인보드 MY탭 구좌_아페쎄,2026-02-18 0:00:00,255,0,2026-02-17 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,아페쎄
202602암소갈비,20260216_핫딜_커머스_암소갈비_PC서브브랜딩,2026-02-16 0:00:00,5077,4,2026-02-16 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,암소갈비
202602암소갈비,20260216_핫딜_커머스_암소갈비_MO메인보드,2026-02-16 0:00:00,58747,67,2026-02-16 0:00:00,2026,2,모바일 메인보드,숲토어,암소갈비
202602핫딜,20260216_커머스사업팀_암소갈비_핫딜_PC비쥬얼보드,2026-02-16 0:00:00,924403,1068,2026-02-16 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,핫딜
202602핫딜,20260216_커머스사업팀_암소갈비_핫딜_PC비쥬얼보드,2026-02-17 0:00:00,5,1,2026-02-16 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,핫딜
202602핫딜,20260216_커머스사업팀_암소갈비_핫딜_MO인트로배너,2026-02-16 0:00:00,768357,20891,2026-02-16 0:00:00,2026,2,모바일 인트로배너,숲토어,핫딜
202602암소갈비,20260216_ 모바일 메인보드 MY탭 구좌_암소갈비,2026-02-16 0:00:00,794752,441,2026-02-16 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,암소갈비
202602암소갈비,20260216_ 모바일 메인보드 MY탭 구좌_암소갈비,2026-02-17 0:00:00,233,2,2026-02-16 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,암소갈비
202602소니,20260215_ 모바일 메인보드 MY탭 구좌_소니,2026-02-15 0:00:00,805239,763,2026-02-15 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,소니
202602소니,20260215_ 모바일 메인보드 MY탭 구좌_소니,2026-02-16 0:00:00,356,0,2026-02-15 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,소니
202602과자,20260214_ 모바일 메인보드 MY탭 구좌_롯데웰푸드_과자,2026-02-14 0:00:00,786284,558,2026-02-14 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,과자
202602과자,20260214_ 모바일 메인보드 MY탭 구좌_롯데웰푸드_과자,2026-02-15 0:00:00,292,0,2026-02-14 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,과자
202602킷캣,20260211_PC 서브브랜딩(리뉴얼)_MY 구좌_킷캣,2026-02-11 0:00:00,433635,256,2026-02-11 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,킷캣
202602킷캣,20260211_PC 서브브랜딩(리뉴얼)_MY 구좌_킷캣,2026-02-12 0:00:00,84,0,2026-02-11 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_PC서브브랜딩,2026-02-11 0:00:00,10267,3,2026-02-11 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_PC상단,2026-02-11 0:00:00,474665,735,2026-02-11 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_PC비쥬얼보드,2026-02-11 0:00:00,1397492,1885,2026-02-11 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_PC비쥬얼보드,2026-02-12 0:00:00,51,2,2026-02-11 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_PC리스트,2026-02-11 0:00:00,514,2,2026-02-11 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_MO종료_이미지형,2026-02-11 0:00:00,88791,153,2026-02-11 0:00:00,2026,2,모바일 종료배너 이미지형,숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_MO인트로,2026-02-11 0:00:00,797219,21470,2026-02-11 0:00:00,2026,2,모바일 인트로배너,숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_MO인트로,2026-02-12 0:00:00,1,1,2026-02-11 0:00:00,2026,2,모바일 인트로배너,숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_MO메인보드,2026-02-11 0:00:00,55693,68,2026-02-11 0:00:00,2026,2,모바일 메인보드,숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_MO리스트,2026-02-11 0:00:00,16771,15,2026-02-11 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,킷캣
202602킷캣,20260211_핫딜_커머스_킷캣_CATCH,2026-02-11 0:00:00,12233,14,2026-02-11 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,킷캣
202602천의삼,20260210_PC 서브브랜딩(리뉴얼)_MY 구좌_천의삼,2026-02-10 0:00:00,289142,150,2026-02-10 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,천의삼
202602천의삼,20260210_PC 서브브랜딩(리뉴얼)_MY 구좌_천의삼,2026-02-11 0:00:00,111,0,2026-02-10 0:00:00,2026,2,PC 서브브랜딩(리뉴얼)_MY 구좌,숲토어,천의삼
202602정원삼,20260210_커머스_정원삼_PC비쥬얼보드,2026-02-10 0:00:00,1308078,2279,2026-02-10 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),라이브커머스,정원삼
202602정원삼,20260210_커머스_정원삼_PC비쥬얼보드,2026-02-11 0:00:00,62,3,2026-02-10 0:00:00,2026,2,PC 비쥬얼보드(리뉴얼),라이브커머스,정원삼
202602킷켓,20260210_ 모바일 메인보드 MY탭 구좌_킷켓,2026-02-11 0:00:00,750895,430,2026-02-10 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,킷켓
202602킷켓,20260210_ 모바일 메인보드 MY탭 구좌_킷켓,2026-02-12 0:00:00,349,0,2026-02-10 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,킷켓
202602천의삼,20260210_ 모바일 메인보드 MY탭 구좌_천의삼,2026-02-10 0:00:00,430031,220,2026-02-10 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,천의삼
202602천의삼,20260210_ 모바일 메인보드 MY탭 구좌_천의삼,2026-02-11 0:00:00,262,1,2026-02-10 0:00:00,2026,2,모바일 메인보드 MY탭 구좌,숲토어,천의삼
202602설기획전,20260206_커머스사업팀_설기획전_PC상단,2026-02-08 0:00:00,534786,404,2026-02-06 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스사업팀_설기획전_PC상단,2026-02-07 0:00:00,423878,335,2026-02-06 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스사업팀_설기획전_PC상단,2026-02-06 0:00:00,420261,299,2026-02-06 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스사업팀_설기획전_PC상단,2026-02-09 0:00:00,404638,314,2026-02-06 0:00:00,2026,2,PC 플레이어 상단배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-08 0:00:00,104454,50,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-09 0:00:00,102933,79,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-06 0:00:00,80905,43,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-12 0:00:00,24251,9,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-07 0:00:00,14269,5,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-10 0:00:00,10239,4,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC서브브랜딩,2026-02-11 0:00:00,9426,2,2026-02-06 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-07 0:00:00,852,1,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-08 0:00:00,814,1,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-06 0:00:00,754,0,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-09 0:00:00,684,2,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-10 0:00:00,622,0,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-11 0:00:00,574,2,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_PC리스트,2026-02-12 0:00:00,453,2,2026-02-06 0:00:00,2026,2,모바일 리스트 배너(SOOP),숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_MO메인보드,2026-02-08 0:00:00,74498,97,2026-02-06 0:00:00,2026,2,모바일 메인보드,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_MO메인보드,2026-02-07 0:00:00,64196,74,2026-02-06 0:00:00,2026,2,모바일 메인보드,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_MO메인보드,2026-02-09 0:00:00,58835,63,2026-02-06 0:00:00,2026,2,모바일 메인보드,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_MO메인보드,2026-02-06 0:00:00,58220,63,2026-02-06 0:00:00,2026,2,모바일 메인보드,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-08 0:00:00,17365,19,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-07 0:00:00,15984,22,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-09 0:00:00,15363,25,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-10 0:00:00,14357,18,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-06 0:00:00,12983,9,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-11 0:00:00,12161,16,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602설기획전,20260206_커머스_설기획전_CATCH,2026-02-12 0:00:00,7705,9,2026-02-06 0:00:00,2026,2,CATCH 인피드 이미지형,숲토어,설기획전
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-06 0:00:00,1363,0,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-11 0:00:00,1070,2,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-08 0:00:00,1005,0,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-09 0:00:00,851,2,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-10 0:00:00,820,4,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-07 0:00:00,676,3,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_SARSA,2026-02-05 0:00:00,579,2,2026-02-05 0:00:00,2026,2,SARSA,라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-08 0:00:00,104702,89,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-09 0:00:00,102689,121,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-06 0:00:00,79967,58,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-05 0:00:00,27050,16,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-07 0:00:00,14068,27,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-10 0:00:00,10104,10,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC서브브랜딩,2026-02-11 0:00:00,9509,13,2026-02-05 0:00:00,2026,2,PC 서브 브랜딩(리뉴얼),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-07 0:00:00,948,1,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-08 0:00:00,905,0,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-06 0:00:00,827,1,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-09 0:00:00,688,1,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-10 0:00:00,678,1,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-11 0:00:00,545,5,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_PC리스트,2026-02-05 0:00:00,214,1,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-08 0:00:00,26187,26,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-07 0:00:00,19244,25,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-10 0:00:00,18454,24,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-11 0:00:00,16343,15,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-09 0:00:00,16134,22,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-06 0:00:00,12209,18,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_MO리스트,2026-02-05 0:00:00,8881,22,2026-02-05 0:00:00,2026,2,모바일 리스트 배너(SOOP),라이브커머스,정원삼
202602정원삼,20260205_커머스_정원삼_모바일 플레이어배너,2026-02-08 0:00:00,11384,0,2026-02-05 0:00:00,2026,2,모바일 플레이어배너,라이브커머스,정원삼
